연도,월일,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지농도(㎍/㎥),초미세먼지농도(㎍/㎥)
2019,423,노원구,0.046,0.026,0.7,0.005,89,41
2019,424,노원구,0.03,0.022,0.5,0.004,56,36
2019,425,노원구,0.019,0.024,0.4,0.003,38,17
2019,426,노원구,0.017,0.025,0.3,0.003,8,5
2019,427,노원구,0.019,0.026,0.4,0.003,17,11
2019,428,노원구,0.019,0.035,0.4,0.003,20,13
2019,429,노원구,0.032,0.021,0.5,0.003,21,15
2019,430,노원구,0.034,0.023,0.5,0.004,31,20
2019,501,노원구,0.026,0.03,0.5,0.004,60,26
2019,502,노원구,0.021,0.031,0.4,0.004,48,16
2019,503,노원구,0.044,0.03,0.6,0.006,56,27
2019,504,노원구,0.044,0.039,0.7,0.006,78,47
2019,505,노원구,0.029,0.042,0.6,0.005,59,36
2019,506,노원구,0.01,0.036,0.3,0.003,30,11
2019,507,노원구,0.025,0.035,0.4,0.005,44,17
2019,508,노원구,0.03,0.042,0.5,0.005,52,25
2019,509,노원구,0.029,0.037,0.5,0.005,47,24
2019,510,노원구,0.037,0.036,0.6,0.005,55,31
2019,511,노원구,0.042,0.036,0.6,0.004,61,35
2019,512,노원구,0.032,0.045,0.6,0.004,57,38
2019,513,노원구,0.034,0.037,0.6,0.005,55,36
2019,514,노원구,0.027,0.039,0.4,0.005,41,30
2019,515,노원구,0.033,0.039,0.5,0.005,64,43
2019,516,노원구,0.029,0.042,0.5,0.004,60,39
2019,517,노원구,0.032,0.035,0.4,0.004,46,33
2019,518,노원구,0.014,0.036,0.3,0.004,23,15
2019,519,노원구,0.01,0.018,0.3,0.003,14,9
2019,520,노원구,0.014,0.028,0.4,0.004,33,12
2019,521,노원구,0.022,0.036,0.5,0.005,50,18
2019,522,노원구,0.026,0.048,0.5,0.006,53,27
2019,523,노원구,0.035,0.049,0.6,0.006,62,37
2019,524,노원구,0.038,0.062,0.7,0.006,77,51
2019,525,노원구,0.034,0.044,0.7,0.006,75,50
2019,526,노원구,0.025,0.041,0.5,0.005,40,25
2019,527,노원구,0.016,0.027,0.3,0.003,22,15
2019,528,노원구,0.016,0.033,0.3,0.003,19,8
2019,529,노원구,0.028,0.035,0.5,0.004,39,19
2019,530,노원구,0.029,0.04,0.5,0.005,40,23
2019,531,노원구,0.012,0.049,0.3,0.004,18,10
2019,601,노원구,0.023,0.037,0.4,0.004,32,22
2019,602,노원구,0.02,0.045,0.4,0.004,33,23
2019,603,노원구,0.029,0.042,0.5,0.004,38,24
2019,604,노원구,0.026,0.025,0.4,0.004,31,21
2019,605,노원구,0.026,0.03,0.4,0.004,43,29
2019,606,노원구,0.025,0.029,0.5,0.004,55,36
2019,607,노원구,0.01,0.045,0.3,0.003,11,8
2019,608,노원구,0.019,0.038,0.4,0.003,25,16
2019,609,노원구,0.015,0.041,0.5,0.004,32,25
2019,610,노원구,0.01,0.027,0.3,0.003,9,5
2019,611,노원구,0.016,0.03,0.3,0.003,12,7
2019,612,노원구,0.023,0.027,0.4,0.003,26,16
2019,613,노원구,0.023,0.034,0.4,0.004,27,18
2019,614,노원구,0.017,0.037,0.3,0.004,29,21
2019,615,노원구,0.01,0.039,0.4,0.003,31,19
2019,616,노원구,0.012,0.038,0.3,0.003,14,10
2019,617,노원구,0.02,0.034,0.4,0.005,22,14
2019,618,노원구,0.029,0.017,0.4,0.004,24,17
2019,619,노원구,0.011,0.041,0.4,0.003,27,21
2019,620,노원구,0.013,0.04,0.4,0.003,24,18
2019,621,노원구,0.016,0.031,0.4,0.003,24,17
2019,622,노원구,0.012,0.03,0.3,0.003,12,7
2019,623,노원구,0.01,0.035,0.3,0.003,13,8
2019,624,노원구,0.018,0.038,0.3,0.004,20,14
2019,625,노원구,0.022,0.041,0.4,0.004,27,19
2019,626,노원구,0.024,0.041,0.4,0.004,35,25
2019,627,노원구,0.016,0.031,0.3,0.003,21,16
2019,628,노원구,0.029,0.03,0.5,0.004,42,34
2019,629,노원구,0.019,0.025,0.4,0.004,25,20
2019,630,노원구,0.015,0.032,0.4,0.004,33,26
2019,701,노원구,0.013,0.049,0.5,0.004,32,25
2019,702,노원구,0.015,0.043,0.4,0.004,28,22
2019,703,노원구,0.021,0.029,0.4,0.004,32,23
2019,704,노원구,0.022,0.035,0.4,0.004,29,21
2019,705,노원구,0.024,0.044,0.4,0.004,31,22
2019,706,노원구,0.016,0.039,0.4,0.004,32,24
2019,707,노원구,0.004,0.041,0.3,0.003,20,15
2019,708,노원구,0.006,0.035,0.2,0.003,10,6
2019,709,노원구,0.007,0.03,0.2,0.003,9,7
2019,710,노원구,0.007,0.029,0.2,0.003,10,6
2019,711,노원구,0.006,0.019,0.2,0.003,6,2
2019,712,노원구,0.015,0.023,0.3,0.003,14,10
2019,713,노원구,0.018,0.035,0.4,0.004,34,29
2019,714,노원구,0.016,0.041,0.6,0.004,43,38
2019,715,노원구,0.019,0.022,0.5,0.003,42,37
2019,716,노원구,0.014,0.034,0.4,0.003,26,20
2019,717,노원구,0.023,0.032,0.6,0.003,60,47
2019,718,노원구,0.022,0.054,0.6,0.004,68,55
2019,719,노원구,0.019,0.038,0.5,0.004,49,38
2019,720,노원구,0.006,0.017,0.2,0.004,8,6
2019,721,노원구,0.01,0.016,0.3,0.003,16,11
2019,722,노원구,0.017,0.039,0.4,0.004,47,38
2019,723,노원구,0.022,0.016,0.4,0.004,28,20
2019,724,노원구,0.023,0.009,0.3,0.003,26,18
2019,725,노원구,0.025,0.01,0.4,0.003,27,17
2019,726,노원구,0.018,0.02,0.4,0.003,23,15
2019,727,노원구,0.019,0.02,0.4,0.003,20,12
2019,728,노원구,0.014,0.018,0.3,0.003,18,12
2019,729,노원구,0.015,0.007,0.3,0.003,17,10
2019,730,노원구,0.016,0.011,0.3,0.003,23,14
2019,731,노원구,0.021,0.015,0.3,0.003,17,10
2019,801,노원구,0.014,0.018,0.3,0.004,14,10
2019,802,노원구,0.011,0.018,0.3,0.003,21,12
2019,803,노원구,0.017,0.011,0.3,0.003,22,14
2019,804,노원구,0.014,0.046,0.4,0.004,35,30
2019,805,노원구,0.024,0.01,0.5,0.003,44,33
2019,806,노원구,0.014,0.022,0.3,0.003,34,27
2019,807,노원구,0.007,0.014,0.3,0.003,17,13
2019,808,노원구,0.029,0.002,0.5,0.004,36,18
2019,809,노원구,0.018,0.01,0.3,0.004,31,21
2019,810,노원구,0.013,0.015,0.3,0.004,25,16
2019,811,노원구,0.005,0.024,0.2,0.003,18,13
2019,812,노원구,0.009,0.016,0.2,0.003,17,12
2019,813,노원구,0.013,0.015,0.3,0.004,21,11
2019,814,노원구,0.011,0.01,0.3,0.004,21,12
2019,815,노원구,0.008,0.013,0.2,0.003,10,6
2019,816,노원구,0.009,0.009,0.3,0.004,13,5
2019,817,노원구,0.01,0.054,0.5,0.004,38,27
2019,818,노원구,0.009,0.046,0.4,0.004,19,13
2019,819,노원구,0.016,0.037,0.4,0.004,25,18
2019,820,노원구,0.014,0.029,0.4,0.004,28,21
2019,821,노원구,0.02,0.032,0.5,0.004,37,28
2019,822,노원구,0.014,0.035,0.5,0.004,39,30
2019,823,노원구,0.011,0.037,0.6,0.004,36,26
2019,824,노원구,0.024,0.019,0.5,0.004,24,13
2019,825,노원구,0.016,0.014,0.5,0.004,20,13
2019,826,노원구,0.018,0.02,0.5,0.004,22,16
2019,827,노원구,0.017,0.032,0.5,0.004,26,21
2019,828,노원구,0.019,0.035,0.5,0.004,33,24
2019,829,노원구,0.021,0.029,0.5,0.004,30,23
2019,830,노원구,0.011,0.03,0.4,0.004,16,10
2019,831,노원구,0.016,0.023,0.4,0.004,18,12
2019,901,노원구,0.013,0.026,0.4,0.004,19,14
2019,902,노원구,0.019,0.029,0.4,0.003,25,16
2019,903,노원구,0.018,0.021,0.4,0.004,21,14
2019,904,노원구,0.018,0.015,0.3,0.003,10,5
2019,905,노원구,0.021,0.004,0.4,0.003,15,7
2019,906,노원구,0.017,0.008,0.4,0.004,18,10
2019,907,노원구,0.005,0.018,0.2,0.003,13,6
2019,908,노원구,0.012,0.027,0.4,0.004,31,18
2019,909,노원구,0.021,0.01,0.6,0.004,49,38
2019,910,노원구,0.016,0.018,0.3,0.003,16,8
2019,911,노원구,0.008,0.036,0.3,0.004,19,6
2019,912,노원구,0.008,0.025,0.3,0.003,11,4
2019,913,노원구,0.013,0.01,0.3,0.003,11,6
2019,914,노원구,,0.017,0.4,0.003,16,9
2019,915,노원구,,0.017,0.4,0.003,20,14
2019,916,노원구,,0.011,0.3,0.003,9,5
2019,917,노원구,,0.015,0.3,0.003,,
2019,918,노원구,,0.032,0.4,0.004,31,14
2019,919,노원구,,0.021,0.4,0.004,31,12
2019,920,노원구,0.019,0.015,0.4,0.004,26,12
2019,921,노원구,0.014,0.013,0.4,0.004,17,11
2019,922,노원구,0.006,0.034,0.2,0.003,6,4
2019,923,노원구,0.01,0.028,0.3,0.003,13,7
2019,924,노원구,0.015,0.02,0.4,0.004,19,11
2019,925,노원구,0.021,0.018,0.5,0.004,26,17
2019,926,노원구,0.017,0.017,0.4,0.004,25,17
2019,927,노원구,0.02,0.012,0.4,0.004,22,14
2019,928,노원구,0.015,0.021,0.4,0.004,24,17
2019,929,노원구,0.012,0.012,0.4,0.004,35,29
2019,930,노원구,0.019,0.017,0.6,0.004,42,32
2019,1001,노원구,0.02,0.017,0.6,0.004,52,42
2019,1002,노원구,0.018,0.01,0.5,0.005,38,29
2019,1003,노원구,0.005,0.018,0.2,0.004,3,2
2019,1004,노원구,0.012,0.011,0.4,0.004,16,10
2019,1005,노원구,0.01,0.023,0.5,0.004,38,27
2019,1006,노원구,0.007,0.024,0.3,0.003,11,6
2019,1007,노원구,0.01,0.016,0.3,0.003,10,7
2019,1008,노원구,0.011,0.014,0.4,0.003,13,6
2019,1009,노원구,0.015,0.007,0.4,0.003,23,10
2019,1010,노원구,0.02,0.009,0.5,0.004,28,18
2019,1011,노원구,0.014,0.023,0.5,0.004,32,22
2019,1012,노원구,0.008,0.029,0.3,0.003,23,14
2019,1013,노원구,0.007,0.025,0.3,0.003,17,9
2019,1014,노원구,0.012,0.017,0.5,0.004,31,18
2019,1015,노원구,0.013,0.015,0.4,0.004,21,11
2019,1016,노원구,0.018,0.014,0.5,0.004,26,17
2019,1017,노원구,0.02,0.011,0.5,0.004,29,19
2019,1018,노원구,0.019,0.006,0.5,0.004,22,15
2019,1019,노원구,0.014,0.019,0.4,0.004,20,13
2019,1020,노원구,0.023,0.008,0.6,0.004,28,22
2019,1021,노원구,0.024,0.013,0.7,0.004,40,29
2019,1022,노원구,0.024,0.005,0.7,0.004,46,36
2019,1023,노원구,0.018,0.012,0.5,0.004,26,19
2019,1024,노원구,0.014,0.021,0.5,0.004,23,17
2019,1025,노원구,0.011,0.024,0.3,0.004,22,13
2019,1026,노원구,0.008,0.02,0.4,0.004,23,16
2019,1027,노원구,0.014,0.014,0.5,0.004,24,18
2019,1028,노원구,0.019,0.008,0.6,0.004,26,20
2019,1029,노원구,0.011,0.016,0.5,0.004,78,25
2019,1030,노원구,0.016,0.014,0.4,0.004,21,12
2019,1031,노원구,0.02,0.017,0.6,0.005,48,22
2019,1101,노원구,0.027,0.014,0.7,0.004,74,37
2019,1102,노원구,0.022,0.007,0.8,0.005,64,40
2019,1103,노원구,0.02,0.017,0.7,0.005,56,39
2019,1104,노원구,0.017,0.011,0.5,0.004,15,10
2019,1105,노원구,0.02,0.014,0.6,0.004,32,23
2019,1106,노원구,0.025,0.011,0.7,0.005,46,33
2019,1107,노원구,0.016,0.019,0.5,0.005,44,27
2019,1108,노원구,0.019,0.012,0.6,0.005,40,23
2019,1109,노원구,0.027,0.01,0.7,0.005,40,28
2019,1110,노원구,,0.012,0.7,0.005,37,29
2019,1111,노원구,,0.021,0.5,0.004,23,17
2019,1112,노원구,,0.005,0.7,0.004,32,23
2019,1113,노원구,,0.002,0.8,0.005,38,27
2019,1114,노원구,,0.019,0.4,0.004,17,9
2019,1115,노원구,,0.004,0.5,0.004,19,13
2019,1116,노원구,,0.004,0.5,0.003,24,16
2019,1117,노원구,,0.004,0.8,0.004,28,20
2019,1118,노원구,,0.005,0.6,0.003,11,11
2019,1119,노원구,0.012,0.02,0.3,0.004,24,11
2019,1120,노원구,0.011,0.023,0.4,0.004,21,11
2019,1121,노원구,0.04,0.002,0.8,0.005,28,20
2019,1122,노원구,0.05,0.007,1,0.006,40,24
2019,1123,노원구,0.057,0.002,1.3,0.005,35,25
2019,1124,노원구,0.033,0.009,0.8,0.005,25,19
2019,1125,노원구,0.02,0.013,0.5,0.004,26,19
2019,1126,노원구,0.038,0.002,0.8,0.005,30,25
2019,1127,노원구,0.016,0.022,0.5,0.005,32,22
2019,1128,노원구,0.019,0.016,0.6,0.005,40,27
2019,1129,노원구,0.022,0.015,0.6,0.006,48,30
2019,1130,노원구,0.049,0.004,0.8,0.005,40,32
2019,1201,노원구,0.035,0.01,0.6,0.004,33,28
2019,1202,노원구,0.014,0.024,0.4,0.004,19,13
2019,1203,노원구,0.04,0.006,0.6,0.005,25,18
2019,1204,노원구,0.023,0.016,0.5,0.005,23,17
2019,1205,노원구,0.012,0.022,0.4,0.005,19,15
2019,1206,노원구,0.028,0.011,0.6,0.005,27,21
2019,1207,노원구,0.043,0.004,0.7,0.005,33,28
2019,1208,노원구,0.048,0.005,1,0.005,55,48
2019,1209,노원구,0.051,0.004,0.9,0.005,55,48
2019,1210,노원구,0.062,0.004,1.1,0.005,90,77
2019,1211,노원구,0.036,0.019,0.7,0.005,71,59
2019,1212,노원구,0.024,0.014,0.5,0.004,20,17
2019,1213,노원구,0.044,0.003,0.7,0.005,24,20
2019,1214,노원구,0.026,0.014,0.6,0.005,38,31
2019,1215,노원구,0.041,0.007,0.9,0.005,33,27
2019,1216,노원구,0.051,0.004,1.1,0.006,34,27
2019,1217,노원구,0.043,0.005,0.8,0.005,25,20
2019,1218,노원구,0.021,0.016,0.6,0.004,37,33
2019,1219,노원구,0.02,0.018,0.5,0.005,24,20
2019,1220,노원구,0.043,0.003,0.9,0.006,27,25
2019,1221,노원구,0.044,0.003,0.8,0.005,31,26
2019,1222,노원구,0.047,0.007,1,0.005,57,49
2019,1223,노원구,0.035,0.013,0.8,0.004,51,45
2019,1224,노원구,0.043,0.009,1,0.005,73,63
2019,1225,노원구,0.049,0.003,1.1,0.005,54,47
2019,1226,노원구,0.031,0.013,0.6,0.005,41,34
2019,1227,노원구,0.025,0.015,0.7,0.005,33,30
2019,1228,노원구,0.041,0.007,0.7,0.006,33,27
2019,1229,노원구,0.041,0.008,0.9,0.006,38,30
2019,1230,노원구,0.033,0.011,0.7,0.004,32,27
2019,1231,노원구,0.014,0.021,0.4,0.004,22,17
2020,101,노원구,0.037,0.005,0.6,0.004,28,24
2020,102,노원구,0.046,0.005,0.9,0.005,48,41
2020,103,노원구,0.046,0.008,1,0.005,54,45
2020,104,노원구,0.046,0.01,1,0.006,49,41
2020,105,노원구,0.05,0.006,1.1,0.006,47,39
2020,106,노원구,0.051,0.003,1,0.006,44,37
2020,107,노원구,0.037,0.003,0.6,0.004,14,13
2020,108,노원구,0.036,0.005,0.5,0.004,6,7
2020,109,노원구,0.017,0.022,0.6,0.005,49,46
2020,110,노원구,0.039,0.008,0.9,0.005,61,55
2020,111,노원구,0.033,0.015,0.8,0.005,48,43
2020,112,노원구,0.018,0.024,0.7,0.005,46,41
2020,113,노원구,0.022,0.018,0.5,0.004,24,21
2020,114,노원구,0.044,0.004,0.8,0.005,31,25
2020,115,노원구,0.033,0.011,0.7,0.005,34,28
2020,116,노원구,0.033,0.014,0.7,0.006,38,32
2020,117,노원구,0.048,0.007,0.9,0.006,47,38
2020,118,노원구,0.049,0.008,1,0.006,55,44
2020,119,노원구,0.042,0.013,0.9,0.005,54,46
2020,120,노원구,0.027,0.02,0.7,0.005,43,32
2020,121,노원구,0.041,0.009,0.8,0.006,36,28
2020,122,노원구,0.049,0.004,0.9,0.006,40,34
2020,123,노원구,0.052,0.002,1.1,0.007,38,34
2020,124,노원구,0.024,0.021,0.8,0.005,63,54
2020,125,노원구,0.033,0.009,0.8,0.004,51,45
2020,126,노원구,0.022,0.018,0.6,0.004,23,21
2020,127,노원구,0.009,0.03,0.3,0.004,8,7
2020,128,노원구,0.011,0.027,0.3,0.004,9,8
2020,129,노원구,0.023,0.016,0.4,0.004,14,11
2020,130,노원구,0.029,0.013,0.6,0.005,16,13
2020,131,노원구,0.032,0.013,0.6,0.004,24,22
2020,201,노원구,0.041,0.011,1,0.005,64,57
2020,202,노원구,0.027,0.023,0.9,0.005,66,59
2020,203,노원구,0.013,0.027,0.4,0.004,24,21
2020,204,노원구,0.028,0.016,0.5,0.004,22,20
2020,205,노원구,0.01,0.024,0.4,0.004,17,13
2020,206,노원구,0.016,0.02,0.4,0.005,27,21
2020,207,노원구,0.031,0.013,0.6,0.004,33,29
2020,208,노원구,0.013,0.029,0.5,0.004,36,32
2020,209,노원구,0.026,0.02,0.6,0.005,35,29
2020,210,노원구,0.04,0.013,0.7,0.005,42,36
2020,211,노원구,0.053,0.009,0.9,0.006,46,38
2020,212,노원구,0.051,0.006,0.9,0.005,45,38
2020,213,노원구,0.039,0.01,0.8,0.004,57,50
2020,214,노원구,0.037,0.014,0.9,0.004,75,67
2020,215,노원구,0.035,0.019,0.9,0.005,58,52
2020,216,노원구,0.013,0.023,0.6,0.003,23,21
2020,217,노원구,0.013,0.027,0.5,0.004,32,31
2020,218,노원구,0.014,0.024,0.4,0.004,18,15
2020,219,노원구,0.043,0.008,0.7,0.004,28,26
2020,220,노원구,0.045,0.006,0.9,0.005,51,46
2020,221,노원구,0.046,0.012,0.8,0.005,58,53
2020,222,노원구,0.014,0.03,0.6,0.004,54,39
2020,223,노원구,0.023,0.023,0.5,0.004,20,15
2020,224,노원구,0.042,0.012,0.6,0.005,28,21
2020,225,노원구,0.026,0.019,0.5,0.004,19,15
2020,226,노원구,0.023,0.018,0.5,0.004,14,11
2020,227,노원구,0.018,0.019,0.4,0.003,9,7
2020,228,노원구,0.038,0.006,0.6,0.004,20,18
2020,229,노원구,0.029,0.014,0.6,0.004,20,18
2020,301,노원구,0.03,0.012,0.7,0.004,38,34
2020,302,노원구,0.019,0.026,0.5,0.004,36,33
2020,303,노원구,0.031,0.018,0.6,0.004,39,35
2020,304,노원구,0.013,0.033,0.5,0.004,43,39
2020,305,노원구,0.019,0.026,0.5,0.004,34,31
2020,306,노원구,0.046,0.009,0.7,0.005,34,30
2020,307,노원구,0.045,0.012,0.8,0.005,44,38
2020,308,노원구,0.037,0.022,0.7,0.005,50,45
2020,309,노원구,0.039,0.02,0.6,0.005,47,42
2020,310,노원구,0.014,0.029,0.5,0.003,30,27
2020,311,노원구,0.015,0.024,0.4,0.004,23,16
2020,312,노원구,0.034,0.011,0.6,0.004,23,16
2020,313,노원구,0.012,0.028,0.2,0.004,32,15
2020,314,노원구,0.018,0.026,0.5,0.004,43,22
2020,315,노원구,0.014,0.026,0.5,0.004,44,19
2020,316,노원구,0.017,0.022,0.4,0.004,27,15
2020,317,노원구,0.033,0.016,0.5,0.004,52,23
2020,318,노원구,0.044,0.016,0.8,0.005,64,36
2020,319,노원구,0.021,0.03,0.5,0.004,60,25
2020,320,노원구,0.022,0.022,0.4,0.004,42,11
2020,321,노원구,0.026,0.029,0.5,0.005,56,19
2020,322,노원구,0.009,0.033,0.4,0.004,42,18
2020,323,노원구,0.024,0.031,0.5,0.005,51,28
2020,324,노원구,0.029,0.026,0.6,0.005,59,34
2020,325,노원구,0.035,0.026,0.6,0.005,51,31
2020,326,노원구,0.03,0.031,0.6,0.005,51,31
2020,327,노원구,0.01,0.03,0.4,0.003,40,20
2020,328,노원구,0.008,0.03,0.3,0.004,37,9
2020,329,노원구,0.017,0.026,0.4,0.004,42,18
2020,330,노원구,0.036,0.019,0.6,0.005,50,27
2020,331,노원구,0.04,0.014,0.6,0.004,48,26
2020,401,노원구,0.012,0.044,0.5,0.004,74,34
2020,402,노원구,0.023,0.026,0.5,0.003,39,26
2020,403,노원구,0.029,0.025,0.6,0.003,55,31
2020,404,노원구,0.016,0.032,0.5,0.003,85,37
2020,405,노원구,0.015,0.032,0.4,0.003,54,28
2020,406,노원구,0.03,0.023,0.5,0.003,56,23
2020,407,노원구,0.028,0.027,0.5,0.004,62,27
2020,408,노원구,0.014,0.031,0.4,0.002,44,20
2020,409,노원구,0.022,0.028,0.5,0.003,51,26
2020,410,노원구,0.023,0.028,0.5,0.002,40,25
2020,411,노원구,0.03,0.022,0.5,0.003,46,28
2020,412,노원구,0.015,0.029,0.4,0.002,33,23
2020,413,노원구,0.018,0.029,0.4,0.002,21,11
2020,414,노원구,0.035,0.029,0.5,0.003,50,28
2020,415,노원구,0.031,0.041,0.6,0.004,65,39
2020,416,노원구,0.026,0.042,0.5,0.003,56,33
2020,417,노원구,0.017,0.042,0.3,0.003,37,22
2020,418,노원구,0.013,0.041,0.4,0.002,22,12
2020,419,노원구,0.015,0.036,0.4,0.002,22,16
2020,420,노원구,0.016,0.04,0.3,0.002,14,9
2020,421,노원구,0.01,0.042,0.3,0.002,36,10
2020,422,노원구,0.008,0.038,0.3,0.002,98,12
2020,423,노원구,0.009,0.031,0.3,0.002,41,15
2020,424,노원구,0.022,0.042,0.4,0.003,42,15
2020,425,노원구,0.016,0.06,0.4,0.003,61,24
2020,426,노원구,0.012,0.044,0.4,0.002,31,16
2020,427,노원구,0.018,0.04,0.4,0.003,34,19
2020,428,노원구,0.027,0.043,0.4,0.003,36,19
2020,429,노원구,0.027,0.05,0.5,0.003,46,28
2020,430,노원구,0.038,0.022,0.5,0.003,33,
2020,501,노원구,0.012,0.042,0.4,0.002,52,37
2020,502,노원구,0.013,0.034,0.4,0.002,48,29
2020,503,노원구,0.011,0.034,0.4,0.002,26,17
2020,504,노원구,0.021,0.036,0.4,0.002,35,18
2020,505,노원구,0.025,0.026,0.5,0.003,33,17
2020,506,노원구,0.017,0.04,0.4,0.002,25,13
2020,507,노원구,0.014,0.051,0.3,0.002,22,11
2020,508,노원구,0.018,0.049,0.3,0.002,24,12
2020,509,노원구,0.011,0.039,0.3,0.002,10,7
2020,510,노원구,0.013,0.047,0.5,0.002,27,18
2020,511,노원구,0.011,0.057,0.6,0.002,54,29
2020,512,노원구,0.017,0.034,0.4,0.002,38,12
2020,513,노원구,0.022,0.032,0.4,0.002,31,10
2020,514,노원구,0.034,0.029,0.4,0.003,38,12
2020,515,노원구,0.018,0.036,0.3,0.002,26,10
2020,516,노원구,0.014,0.026,0.4,0.002,8,4
2020,517,노원구,0.013,0.041,0.5,0.002,38,21
2020,518,노원구,0.018,0.034,0.5,0.002,35,20
2020,519,노원구,0.008,0.036,0.3,0.002,14,7
2020,520,노원구,0.01,0.03,0.3,0.002,6,3
2020,521,노원구,0.025,0.025,0.4,0.002,20,10
2020,522,노원구,0.029,0.03,0.5,0.003,40,24
2020,523,노원구,0.021,0.041,0.5,0.003,43,27
2020,524,노원구,0.01,0.038,0.4,0.002,25,17
2020,525,노원구,0.021,0.04,0.5,0.002,32,18
2020,526,노원구,0.018,0.04,0.5,0.002,41,22
2020,527,노원구,0.014,0.021,0.4,0.002,15,10
2020,528,노원구,0.026,0.024,0.5,0.003,27,15
2020,529,노원구,0.022,0.039,0.4,0.002,30,19
2020,530,노원구,0.021,0.056,0.5,0.002,36,24
2020,531,노원구,0.015,0.052,0.5,0.003,44,31
2020,601,노원구,0.009,0.047,0.3,0.002,18,9
2020,602,노원구,0.024,0.031,0.4,0.003,24,12
2020,603,노원구,0.013,0.04,0.4,0.002,39,17
2020,604,노원구,0.014,0.05,0.4,0.002,55,23
2020,605,노원구,0.011,0.048,0.4,0.002,43,17
2020,606,노원구,0.016,0.056,0.5,0.002,46,24
2020,607,노원구,0.011,0.06,0.5,0.003,54,25
2020,608,노원구,0.013,0.04,0.4,0.002,35,17
2020,609,노원구,0.016,0.051,0.4,0.003,46,22
2020,610,노원구,0.02,0.043,0.4,0.003,43,22
2020,611,노원구,0.01,0.034,0.3,0.002,30,16
2020,612,노원구,0.031,0.032,0.4,0.003,46,21
2020,613,노원구,0.02,0.072,0.4,0.003,52,23
2020,614,노원구,0.01,0.057,0.4,0.003,35,19
2020,615,노원구,0.017,0.052,0.4,0.003,26,14
2020,616,노원구,0.01,0.079,0.4,0.002,37,25
2020,617,노원구,0.023,0.064,0.6,0.004,52,33
2020,618,노원구,0.018,0.044,0.5,0.004,30,21
2020,619,노원구,0.008,0.036,0.3,0.002,18,12
2020,620,노원구,0.018,0.052,0.4,0.003,35,22
2020,621,노원구,0.013,0.055,0.4,0.002,34,23
2020,622,노원구,0.02,0.028,0.5,0.002,35,23
2020,623,노원구,0.03,0.052,0.4,0.003,38,22
2020,624,노원구,0.012,0.042,0.3,0.003,25,17
2020,625,노원구,0.009,0.027,0.3,0.002,5,3
2020,626,노원구,0.008,0.033,0.3,0.002,4,2
2020,627,노원구,0.014,0.048,0.4,0.003,23,15
2020,628,노원구,0.008,0.044,0.4,0.002,27,18
2020,629,노원구,0.016,0.035,0.4,0.003,33,23
2020,630,노원구,0.005,0.048,0.3,0.002,8,5
2020,701,노원구,0.004,0.033,0.2,0.002,6,4
2020,702,노원구,0.018,0.055,0.5,0.002,48,32
2020,703,노원구,0.015,0.046,0.5,0.002,54,38
2020,704,노원구,0.009,0.037,0.3,0.002,19,13
2020,705,노원구,0.015,0.051,0.4,0.003,26,20
2020,706,노원구,0.013,0.051,0.4,0.002,24,17
2020,707,노원구,0.008,0.041,0.3,0.002,14,11
2020,708,노원구,0.013,0.026,0.3,0.002,,14
2020,709,노원구,0.018,0.046,0.4,0.002,32,22
2020,710,노원구,0.009,0.036,0.3,0.002,28,10
2020,711,노원구,0.006,0.039,0.3,0.002,,4
2020,712,노원구,0.008,0.03,0.3,0.002,,8
2020,713,노원구,0.005,0.034,0.3,0.002,,7
2020,714,노원구,0.005,0.031,0.2,0.002,4,2
2020,715,노원구,0.009,0.02,0.2,0.002,8,4
2020,716,노원구,0.02,0.032,0.4,0.002,25,16
2020,717,노원구,0.02,0.034,0.4,0.002,34,23
2020,718,노원구,0.023,0.006,0.5,0.002,40,24
2020,719,노원구,0.008,0.031,0.3,0.002,19,15
2020,720,노원구,0.008,0.024,0.3,0.002,16,10
2020,721,노원구,0.015,0.048,0.5,0.002,27,19
2020,722,노원구,0.019,0.02,0.5,0.002,22,15
2020,723,노원구,0.012,0.029,0.4,0.002,19,13
2020,724,노원구,0.004,0.042,0.2,0.002,3,2
2020,725,노원구,0.004,0.028,0.2,0.002,4,2
2020,726,노원구,0.004,0.025,0.2,0.002,3,2
2020,727,노원구,0.009,0.018,0.3,0.002,6,3
2020,728,노원구,0.012,0.021,0.3,0.002,12,6
2020,729,노원구,0.01,0.02,0.3,0.002,7,4
2020,730,노원구,0.019,0.024,0.4,0.002,18,11
2020,731,노원구,0.019,0.028,0.4,0.003,25,17
2020,801,노원구,0.01,0.009,0.2,0.002,8,4
2020,802,노원구,0.013,0.016,0.3,0.002,10,5
2020,803,노원구,0.015,0.014,0.2,0.002,13,8
2020,804,노원구,0.011,0.007,0.2,0.002,38,23
2020,805,노원구,0.016,0.006,0.3,0.002,40,25
2020,806,노원구,0.013,0.014,0.3,0.002,17,10
2020,807,노원구,0.018,0.021,0.4,0.003,21,13
2020,808,노원구,0.014,0.015,0.4,0.002,18,10
2020,809,노원구,0.01,0.016,0.3,0.002,7,4
2020,810,노원구,0.011,0.008,0.3,0.002,12,5
2020,811,노원구,0.019,0.027,0.3,0.002,10,7
2020,812,노원구,0.02,0.009,0.4,0.002,18,10
